,Date,Like Count,Retweet Count,Follower Count,Daily_Avg_Sentiment_Score,Tweet Volume,Polarity
123,2010-05-28,0.0,0.0,1992.0,0.17075682730923694,9,positive
124,2010-05-29,0.0,0.0,1408.0,0.19952499999999998,8,positive
125,2010-05-30,0.0,0.0,1760.0,0.22308000000000003,10,positive
126,2010-05-31,0.0,0.0,804.0,0.36662388059701495,4,positive
127,2010-06-01,0.0,0.0,528.0,-0.010933333333333314,3,negative
128,2010-06-02,0.0,0.0,704.0,0.08555000000000001,4,positive
129,2010-06-03,0.0,0.0,528.0,0.39940000000000003,3,positive
130,2010-06-04,0.0,0.0,47949.0,-0.0038559302592337686,3,negative
131,2010-06-05,0.0,0.0,216733.0,0.0018497303133348407,15,positive
132,2010-06-06,0.0,1.0,52695.0,-0.003851993547774932,28,negative
133,2010-06-07,0.0,0.0,3995.0,0.10411564455569462,16,positive
134,2010-06-08,0.0,0.0,352.0,0.07895000000000002,2,positive
135,2010-06-09,0.0,0.0,176.0,0.6369,1,positive
136,2010-06-11,0.0,0.0,44991.0,0.0,1,negative
137,2010-06-12,0.0,0.0,163.0,0.0,1,negative
138,2010-06-13,0.0,0.0,3400.0,0.4538148235294118,7,positive
139,2010-06-14,0.0,1.0,5515.0,0.1749304442429737,25,positive
140,2010-06-15,0.0,0.0,528.0,0.5640666666666667,3,positive
141,2010-06-16,0.0,0.0,352.0,0.3141,2,positive
142,2010-06-17,0.0,0.0,1429.0,0.11369181245626311,3,positive
143,2010-06-18,0.0,0.0,2502.0,0.0,3,negative
144,2010-06-19,0.0,0.0,571.0,0.4238563922942207,3,positive
145,2010-06-20,0.0,0.0,1260.0,0.02520000000000003,6,positive
146,2010-06-21,0.0,0.0,6816.0,0.3935157276995305,4,positive
147,2010-06-22,0.0,0.0,1277.0,-0.010169694596711042,4,negative
148,2010-06-23,0.0,0.0,2917.0,0.08111196434693177,16,positive
149,2010-06-24,0.0,0.0,18690.0,0.3955526859283039,3,positive
150,2010-06-25,0.0,0.0,3210.0,0.047256822429906545,8,positive
151,2010-06-26,0.0,0.0,84364.0,0.48513296192688826,7,positive
152,2010-06-27,0.0,0.0,528.0,0.054799999999999995,3,positive
153,2010-06-28,0.0,0.0,704.0,0.2646,4,positive
154,2010-06-29,0.0,0.0,1571.0,0.3472835136855506,11,positive
155,2010-06-30,0.0,0.0,176.0,0.0,1,negative
156,2010-07-01,0.0,0.0,352.0,0.7454500000000001,2,positive
157,2010-07-02,0.0,0.0,2133.0,-0.3468725269573371,7,negative
158,2010-07-04,0.0,0.0,2168.0,0.03813265682656827,10,positive
159,2010-07-05,0.0,0.0,1408.0,0.329125,8,positive
160,2010-07-08,0.0,0.0,528.0,0.42460000000000003,3,positive
